Codigo Postal,Colonia,_Municipio,cve_mun,Seccion
78430,FRANCISCO VILLA,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78434,KAIA,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,LA VILLA RESIDENCIAL,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,LA VIRGEN,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,LETTO 1A SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,LETTO 2A SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78430,LORETO 3A SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78430,LORETO 4A SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,LUNE RESIDENCIAL 1A SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78430,LUNE RESIDENCIAL 2A SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78430,MISION DE LOS ANGELES,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78434,MUNKOA,SOLEDAD DE GRACIANO SANCHEZ,35,1316
7433,MURETTO,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78430,PRIV BENESSERE,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIV DE CONCEPCION,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIV DE LA LUZ,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIV DE LA MERCED,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIV DE LA SOLEDAD,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIV DE LORETO,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIV DE LOS ANGELES,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIV DE LOS DOLORES,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIV DE LOS REMEDIOS,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIV DE LOURDES,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIV DE MARIA,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIV DE MARTHA,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78430,PRIV DE SEVILLA,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIV DEL CARMEN,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIV DEL PERPETUO SOCORRO,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIV DEL PILAR,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIV DEL REFUGIO,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIV FATIMA,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIV GUADALUPE,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78430,PRIV MAZZADA,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78430,PRIV TOSCANO,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIVADA SIENA,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,PRIVADA VERONA,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78430,PUEBLO LIBRE,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78430,RESIDENCIAL PRIV SICILIA,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78434,RESIDENCIAL XENDA,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78434,SEP7TUM,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,SOLEDAD DE GRACIANO SANCHEZ,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78430,SPELLO RESIDENCIAL,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78439,VALLE DE LA PALMA,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78433,VITTANOVA,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78434,ZIBA,SOLEDAD DE GRACIANO SANCHEZ,35,1316
78438,9 DE MAYO,SOLEDAD DE GRACIANO SANCHEZ,35,1317
78438,ALCAZAR RESIDENCIAL,SOLEDAD DE GRACIANO SANCHEZ,35,1317
78430,LOS GOMEZ,SOLEDAD DE GRACIANO SANCHEZ,35,1317
78437,PRIV DEL HUERTO,SOLEDAD DE GRACIANO SANCHEZ,35,1317
78437,PRIV MARIA,SOLEDAD DE GRACIANO SANCHEZ,35,1317
78437,PRIV VILLA DE SAN JOSE,SOLEDAD DE GRACIANO SANCHEZ,35,1317
78437,PRIVADA VILLA DEL REY,SOLEDAD DE GRACIANO SANCHEZ,35,1317
78438,QUINTA TERRA,SOLEDAD DE GRACIANO SANCHEZ,35,1317
78438,RESIDENCIAL EL MAYORISTA,SOLEDAD DE GRACIANO SANCHEZ,35,1317
78433,RESIDENCIAL VALLE DE LA VIRGEN,SOLEDAD DE GRACIANO SANCHEZ,35,1317
78433,VALLE DE LA VIRGEN,SOLEDAD DE GRACIANO SANCHEZ,35,1317
78437,VALLE REAL,SOLEDAD DE GRACIANO SANCHEZ,35,1317
78430,PIPILA,SOLEDAD DE GRACIANO SANCHEZ,35,1318
78430,SOLEDAD DE GRACIANO SANCHEZ,SOLEDAD DE GRACIANO SANCHEZ,35,1318
78438,QUINTAS DE LA HACIENDA 1A SECC,SOLEDAD DE GRACIANO SANCHEZ,35,1815
78438,QUINTAS DE LA HACIENDA 2A SECC,SOLEDAD DE GRACIANO SANCHEZ,35,1815
78438,VALLE DE LOS CACTUS,SOLEDAD DE GRACIANO SANCHEZ,35,1815
78438,QUINTAS DE LA HACIENDA 2A SECC,SOLEDAD DE GRACIANO SANCHEZ,35,1816
78438,VALLE DE LOS CACTUS,SOLEDAD DE GRACIANO SANCHEZ,35,1816
78438,QUINTAS DE LA HACIENDA 2A SECC,SOLEDAD DE GRACIANO SANCHEZ,35,1817
78438,QUINTAS DE LA HACIENDA 1A SECC,SOLEDAD DE GRACIANO SANCHEZ,35,1818
78438,QUINTAS DE LA HACIENDA 2A SECC,SOLEDAD DE GRACIANO SANCHEZ,35,1818
78438,HACIENDA DE LOS MORALES,SOLEDAD DE GRACIANO SANCHEZ,35,1819
78420,LOS GOMEZ,SOLEDAD DE GRACIANO SANCHEZ,35,1819
78438,QUINTAS DE LA HACIENDA 1A SECC,SOLEDAD DE GRACIANO SANCHEZ,35,1819
78438,QUINTAS DE LA HACIENDA 2A SECC,SOLEDAD DE GRACIANO SANCHEZ,35,1819
78438,QUINTAS DE LA HACIENDA 3A SECC,SOLEDAD DE GRACIANO SANCHEZ,35,1819
78438,EL ZORRILLO,SOLEDAD DE GRACIANO SANCHEZ,35,1821
78438,HACIENDA DE LOS MORALES,SOLEDAD DE GRACIANO SANCHEZ,35,1821
78394,LA LIBERTAD,SOLEDAD DE GRACIANO SANCHEZ,35,1821
78438,LA QUEMADA,SOLEDAD DE GRACIANO SANCHEZ,35,1821
78420,LOS GOMEZ,SOLEDAD DE GRACIANO SANCHEZ,35,1821
78431,LOS VIÑEDOS,SOLEDAD DE GRACIANO SANCHEZ,35,1821
78438,PALMAS DE LA HACIENDA,SOLEDAD DE GRACIANO SANCHEZ,35,1821
78438,PRIVADA EL ENCANTO,SOLEDAD DE GRACIANO SANCHEZ,35,1821
78431,PUNTA DIAMANTE RESIDENCIAL,SOLEDAD DE GRACIANO SANCHEZ,35,1821
78438,QUINTA DEL SOL,SOLEDAD DE GRACIANO SANCHEZ,35,1821
78438,QUINTA TERRA,SOLEDAD DE GRACIANO SANCHEZ,35,1821
78420,QUINTAS VALLADOLID,SOLEDAD DE GRACIANO SANCHEZ,35,1821
78394,RANCHO LA LIBERTAD,SOLEDAD DE GRACIANO SANCHEZ,35,1821
78438,RESIDENCIAL HACIENDA DE LOS MORALES,SOLEDAD DE GRACIANO SANCHEZ,35,1821
78431,RINCONADA LOS VIÑEDOS 2,SOLEDAD DE GRACIANO SANCHEZ,35,1821
78438,RINCONADA DEL PALMAR,SOLEDAD DE GRACIANO SANCHEZ,35,1822
78438,VALLE DE GARAMBULLOS,SOLEDAD DE GRACIANO SANCHEZ,35,1822
78438,VALLE DE LOS CACTUS,SOLEDAD DE GRACIANO SANCHEZ,35,1822
78438,VALLE DE LOS MAGUEYES,SOLEDAD DE GRACIANO SANCHEZ,35,1822
78438,VALLE DEL AGAVE,SOLEDAD DE GRACIANO SANCHEZ,35,1822
78438,VALLE DEL ALTIPLANO 1A SECC,SOLEDAD DE GRACIANO SANCHEZ,35,1822
78438,VALLE DEL ALTIPLANO 2A SECC,SOLEDAD DE GRACIANO SANCHEZ,35,1822
78438,JARDINES DEL SOL,SOLEDAD DE GRACIANO SANCHEZ,35,1823
78438,PUERTAS DEL SOL,SOLEDAD DE GRACIANO SANCHEZ,35,1823
78438,QUINTAS DE LA HACIENDA 2A SECC,SOLEDAD DE GRACIANO SANCHEZ,35,1823
78438,VALLE DEL AGAVE,SOLEDAD DE GRACIANO SANCHEZ,35,1823
78438,VILLA JARDIN,SOLEDAD DE GRACIANO SANCHEZ,35,1823
78438,EL REFUGIO,SOLEDAD DE GRACIANO SANCHEZ,35,1824
78438,HACIENDA DEL POTRERO,SOLEDAD DE GRACIANO SANCHEZ,35,1824
78394,LIBERTAD DE MEXICO,SOLEDAD DE GRACIANO SANCHEZ,35,1824
78394,PRADERAS DEL REAL,SOLEDAD DE GRACIANO SANCHEZ,35,1824
78438,PRIVADAS LA LIBERTAD,SOLEDAD DE GRACIANO SANCHEZ,35,1824
78438,RINCONADA DEL PALMAR,SOLEDAD DE GRACIANO SANCHEZ,35,1824
78394,SAN JORGE,SOLEDAD DE GRACIANO SANCHEZ,35,1824
78438,VALLE DE GARAMBULLOS,SOLEDAD DE GRACIANO SANCHEZ,35,1824
78438,VILLA JARDIN,SOLEDAD DE GRACIANO SANCHEZ,35,1824
78394,LA LIBERTAD,SOLEDAD DE GRACIANO SANCHEZ,35,1825
78438,PUERTAS DEL SOL,SOLEDAD DE GRACIANO SANCHEZ,35,1825
78438,VILLA JARDIN,SOLEDAD DE GRACIANO SANCHEZ,35,1825
78438,VILLA RICA,SOLEDAD DE GRACIANO SANCHEZ,35,1825
78438,GENARO VAZQUEZ ROJAS,SOLEDAD DE GRACIANO SANCHEZ,35,1826
78438,HACIENDA DE LOS MORALES,SOLEDAD DE GRACIANO SANCHEZ,35,1826
78394,LA LIBERTAD,SOLEDAD DE GRACIANO SANCHEZ,35,1826
78438,LOS HORNOS,SOLEDAD DE GRACIANO SANCHEZ,35,1826
78438,QUINTAS DE LA HACIENDA 3A SECC,SOLEDAD DE GRACIANO SANCHEZ,35,1826
78438,RESIDENCIAL BOSQUERREAL,SOLEDAD DE GRACIANO SANCHEZ,35,1826
78438,RINCONADA DE LOS HORNOS,SOLEDAD DE GRACIANO SANCHEZ,35,1826
78394,LA LIBERTAD,SOLEDAD DE GRACIANO SANCHEZ,35,1827
78438,LA QUEMADA,SOLEDAD DE GRACIANO SANCHEZ,35,1827
78394,RANCHO LA LIBERTAD,SOLEDAD DE GRACIANO SANCHEZ,35,1827
78438,VILLAS DEL SOL,SOLEDAD DE GRACIANO SANCHEZ,35,1827
78434,EL MORRO,SOLEDAD DE GRACIANO SANCHEZ,35,1829
78435,HACIENDA SAN MIGUEL,SOLEDAD DE GRACIANO SANCHEZ,35,1829
78437,MISION DE SAN PEDRO,SOLEDAD DE GRACIANO SANCHEZ,35,1829
78435,PASEO DE SAN FRANCISCO,SOLEDAD DE GRACIANO SANCHEZ,35,1829
78435,PUERTA SOCORRO,SOLEDAD DE GRACIANO SANCHEZ,35,1829
78437,RANCHO BLANCO,SOLEDAD DE GRACIANO SANCHEZ,35,1829
78435,VALLE DE SAN ISIDRO,SOLEDAD DE GRACIANO SANCHEZ,35,1829
78434,PRIVADA AGAVES 1,SOLEDAD DE GRACIANO SANCHEZ,35,1830
78434,PRIVADA AGAVES 2,SOLEDAD DE GRACIANO SANCHEZ,35,1830
78433,REAL PROVIDENCIA,SOLEDAD DE GRACIANO SANCHEZ,35,1830
78434,RESIDENCIAL ARCANOS,SOLEDAD DE GRACIANO SANCHEZ,35,1830
78434,ARCOS DE SAN PEDRO,SOLEDAD DE GRACIANO SANCHEZ,35,1831
78434,EL CANTO RESIDENCIAL,SOLEDAD DE GRACIANO SANCHEZ,35,1831
78434,EL MORRO,SOLEDAD DE GRACIANO SANCHEZ,35,1831
78434,LA LOMITA,SOLEDAD DE GRACIANO SANCHEZ,35,1831
78434,PRIV RESIDENCIAL  LIBERTAD,SOLEDAD DE GRACIANO SANCHEZ,35,1831
78434,PRIVADAS DE SAN PEDRO,SOLEDAD DE GRACIANO SANCHEZ,35,1831
78434,PROVIDENCIA,SOLEDAD DE GRACIANO SANCHEZ,35,1831
78434,RINCONADA LA LOMITA,SOLEDAD DE GRACIANO SANCHEZ,35,1831
78434,URBANO EL ESCOBILLAL,SOLEDAD DE GRACIANO SANCHEZ,35,1831
78434,EL MORRO,SOLEDAD DE GRACIANO SANCHEZ,35,1832
78434,LA LOMITA 2a SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1832
78434,LA LOMITA 3A SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1832
78433,NEGRETE PRIVADA RESIDENCIAL,SOLEDAD DE GRACIANO SANCHEZ,35,1832
78434,PRIVADA AGAVES 2,SOLEDAD DE GRACIANO SANCHEZ,35,1832
78433,REAL PROVIDENCIA,SOLEDAD DE GRACIANO SANCHEZ,35,1832
78435,AGAVES QUINTA SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1833
78434,HACIENDA LAS MARGARITAS,SOLEDAD DE GRACIANO SANCHEZ,35,1833
78434,PRIVADA AGAVES 1,SOLEDAD DE GRACIANO SANCHEZ,35,1833
78434,PRIVADAS AGAVES 3,SOLEDAD DE GRACIANO SANCHEZ,35,1833
78434,PRIVADAS AGAVES 4,SOLEDAD DE GRACIANO SANCHEZ,35,1833
78434,RESIDENCIAL ARCANOS,SOLEDAD DE GRACIANO SANCHEZ,35,1833
78435,SAN FRANCISCO,SOLEDAD DE GRACIANO SANCHEZ,35,1833
78435,VALLE DE SAN ISIDRO,SOLEDAD DE GRACIANO SANCHEZ,35,1833
78434,ARCOS DE SAN PEDRO,SOLEDAD DE GRACIANO SANCHEZ,35,1834
78435,CERRADA DEL BOSQUE,SOLEDAD DE GRACIANO SANCHEZ,35,1834
78434,LA LOMITA,SOLEDAD DE GRACIANO SANCHEZ,35,1834
78434,LA LOMITA 2a SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1834
78435,RESIDENCIAL LA HERRADURA,SOLEDAD DE GRACIANO SANCHEZ,35,1834
78435,SAN FRANCISCO,SOLEDAD DE GRACIANO SANCHEZ,35,1834
78434,VILLA FONTANA,SOLEDAD DE GRACIANO SANCHEZ,35,1834
78438,LOS CACTUS,SOLEDAD DE GRACIANO SANCHEZ,35,1835
78438,QUINTAS DEL MARQUEZ,SOLEDAD DE GRACIANO SANCHEZ,35,1835
78438,VILLA DE LOS CACTUS,SOLEDAD DE GRACIANO SANCHEZ,35,1835
78438,LA SIERRA,SOLEDAD DE GRACIANO SANCHEZ,35,1836
78438,LOS CACTUS,SOLEDAD DE GRACIANO SANCHEZ,35,1836
78438,VILLA DE LOS CACTUS,SOLEDAD DE GRACIANO SANCHEZ,35,1836
78438,LOS CACTUS,SOLEDAD DE GRACIANO SANCHEZ,35,1837
78438,VILLAS DE FORESTA,SOLEDAD DE GRACIANO SANCHEZ,35,1837
78438,BOSQUES DE ORIENTE,SOLEDAD DE GRACIANO SANCHEZ,35,1838
78438,COLINAS DEL MARQUEZ,SOLEDAD DE GRACIANO SANCHEZ,35,1838
78438,LA SIERRA,SOLEDAD DE GRACIANO SANCHEZ,35,1838
78438,LOS CACTUS,SOLEDAD DE GRACIANO SANCHEZ,35,1838
78438,PRADOS DE SOLEDAD,SOLEDAD DE GRACIANO SANCHEZ,35,1838
78438,LA SIERRA,SOLEDAD DE GRACIANO SANCHEZ,35,1839
78438,RINCONADA DEL PALMAR,SOLEDAD DE GRACIANO SANCHEZ,35,1839
78438,VALLE DE LAS DUNAS,SOLEDAD DE GRACIANO SANCHEZ,35,1839
78438,VILLA DE LOS CACTUS,SOLEDAD DE GRACIANO SANCHEZ,35,1839
78438,BOSQUES DE ORIENTE,SOLEDAD DE GRACIANO SANCHEZ,35,1840
78438,HOGARES OBREROS,SOLEDAD DE GRACIANO SANCHEZ,35,1840
78438,LOS CACTUS,SOLEDAD DE GRACIANO SANCHEZ,35,1840
78438,PRADOS DE SOLEDAD,SOLEDAD DE GRACIANO SANCHEZ,35,1840
78438,RINCONADAS DE B ANAYA,SOLEDAD DE GRACIANO SANCHEZ,35,1840
78437,VILLA ALBORADA,SOLEDAD DE GRACIANO SANCHEZ,35,1840
78438,VILLAS DE FORESTA,SOLEDAD DE GRACIANO SANCHEZ,35,1840
78438,BOSQUES DE ORIENTE,SOLEDAD DE GRACIANO SANCHEZ,35,1841
78438,BOSQUES DE ORIENTE II,SOLEDAD DE GRACIANO SANCHEZ,35,1841
78438,COLINAS DEL MARQUEZ,SOLEDAD DE GRACIANO SANCHEZ,35,1841
78438,LA LIBERTAD,SOLEDAD DE GRACIANO SANCHEZ,35,1841
78438,LA SIERRA,SOLEDAD DE GRACIANO SANCHEZ,35,1841
78438,RINCONADAS DE B ANAYA,SOLEDAD DE GRACIANO SANCHEZ,35,1841
78438,SIERRA BONITA,SOLEDAD DE GRACIANO SANCHEZ,35,1841
78433,SANTO TOMAS,SOLEDAD DE GRACIANO SANCHEZ,35,1858
78433,SANTO TOMAS II,SOLEDAD DE GRACIANO SANCHEZ,35,1858
78433,LUNA AZUL,SOLEDAD DE GRACIANO SANCHEZ,35,1859
78433,MORELOS II,SOLEDAD DE GRACIANO SANCHEZ,35,1859
78433,SANTO TOMAS,SOLEDAD DE GRACIANO SANCHEZ,35,1859
78430,SOLEDAD DE GRACIANO SANCHEZ,SOLEDAD DE GRACIANO SANCHEZ,35,1859
78433,VALLE DE SANTA LUCIA 1A SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1859
78433,VALLE DE SANTA LUCIA 2A SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1859
78433,VALLE DE SANTA LUCIA 3A SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1859
78433,VIZCAYA,SOLEDAD DE GRACIANO SANCHEZ,35,1859
78433,CDA DE CORDOVA,SOLEDAD DE GRACIANO SANCHEZ,35,1860
78433,CDA DE MONACO,SOLEDAD DE GRACIANO SANCHEZ,35,1860
78433,CDA DE VALENCIA,SOLEDAD DE GRACIANO SANCHEZ,35,1860
78433,CERRA DE PARIS,SOLEDAD DE GRACIANO SANCHEZ,35,1860
78433,CERRADA DE MADRID,SOLEDAD DE GRACIANO SANCHEZ,35,1860
78433,MORELOS II,SOLEDAD DE GRACIANO SANCHEZ,35,1860
78433,SANTA TERESA,SOLEDAD DE GRACIANO SANCHEZ,35,1860
78430,SOLEDAD DE GRACIANO SANCHEZ,SOLEDAD DE GRACIANO SANCHEZ,35,1860
78142,TERCERA GRANDE,SOLEDAD DE GRACIANO SANCHEZ,35,1860
78433,VALLE DE SANTA LUCIA 1A SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1860
78430,VILLAS DE MEZQUITE,SOLEDAD DE GRACIANO SANCHEZ,35,1860
78433,VILLAS DE SAN LORENZO,SOLEDAD DE GRACIANO SANCHEZ,35,1860
78433,VIZCAYA,SOLEDAD DE GRACIANO SANCHEZ,35,1860
78433,CDA DE NAPOLES,SOLEDAD DE GRACIANO SANCHEZ,35,1861
78433,CERRADA DE MILAN,SOLEDAD DE GRACIANO SANCHEZ,35,1861
78433,HACIENDA DEL POTRERO,SOLEDAD DE GRACIANO SANCHEZ,35,1861
78433,LA CRUZ RESIDENCIAL,SOLEDAD DE GRACIANO SANCHEZ,35,1861
78433,LAS HADAS,SOLEDAD DE GRACIANO SANCHEZ,35,1861
78433,LOMAS DE SAN FELIPE,SOLEDAD DE GRACIANO SANCHEZ,35,1861
78433,NOGALES RESIDENCIAL,SOLEDAD DE GRACIANO SANCHEZ,35,1861
78433,RESIDENCIAL TOSCANA,SOLEDAD DE GRACIANO SANCHEZ,35,1861
78433,SAN JOSE 2a SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1861
78433,SANTA TERESA,SOLEDAD DE GRACIANO SANCHEZ,35,1861
78430,SOLEDAD DE GRACIANO SANCHEZ,SOLEDAD DE GRACIANO SANCHEZ,35,1861
78433,URBANA ALCATRACES,SOLEDAD DE GRACIANO SANCHEZ,35,1861
78433,URBANA LAS ARBOLEDAS,SOLEDAD DE GRACIANO SANCHEZ,35,1861
78433,URBANA MORELOS,SOLEDAD DE GRACIANO SANCHEZ,35,1861
78433,URBANA SAN FELIPE,SOLEDAD DE GRACIANO SANCHEZ,35,1861
78433,VILLA MERLOT,SOLEDAD DE GRACIANO SANCHEZ,35,1861
78433,VILLAS DE SAN LORENZO,SOLEDAD DE GRACIANO SANCHEZ,35,1861
78142,ANDALUCIA,SOLEDAD DE GRACIANO SANCHEZ,35,1862
78433,CDA DE PARMA,SOLEDAD DE GRACIANO SANCHEZ,35,1862
78433,CDA DE VENECIA,SOLEDAD DE GRACIANO SANCHEZ,35,1862
78433,CDA SAN MARINO,SOLEDAD DE GRACIANO SANCHEZ,35,1862
78433,CERRADA DE MILAN,SOLEDAD DE GRACIANO SANCHEZ,35,1862
78433,CERRADA DE ROMA,SOLEDAD DE GRACIANO SANCHEZ,35,1862
78433,SAN JOSE 2a SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1862
78433,VILLA MERLOT,SOLEDAD DE GRACIANO SANCHEZ,35,1862
78433,VILLAS DE SAN LORENZO,SOLEDAD DE GRACIANO SANCHEZ,35,1862
78433,COVADONGA,SOLEDAD DE GRACIANO SANCHEZ,35,1863
78433,SAN JOSE 2a SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1863
78142,TERCERA GRANDE,SOLEDAD DE GRACIANO SANCHEZ,35,1863
78433,URBANA ALCATRACES,SOLEDAD DE GRACIANO SANCHEZ,35,1863
78433,URBANA SAN FELIPE,SOLEDAD DE GRACIANO SANCHEZ,35,1863
78433,VILLA MERLOT,SOLEDAD DE GRACIANO SANCHEZ,35,1863
78437,5o PLANO DE LA GENOVEVO RIVAS GUILLEN,SOLEDAD DE GRACIANO SANCHEZ,35,1864
78437,GENOVEVO RIVAS GUILLEN 2a SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1864
78437,MISION DE SAN PEDRO,SOLEDAD DE GRACIANO SANCHEZ,35,1864
78437,RANCHO BLANCO,SOLEDAD DE GRACIANO SANCHEZ,35,1864
78435,REAL DEL BOSQUE,SOLEDAD DE GRACIANO SANCHEZ,35,1864
78435,SAN FRANCISCO DE ASIS NORTE,SOLEDAD DE GRACIANO SANCHEZ,35,1864
78435,VALLE DE SAN ISIDRO,SOLEDAD DE GRACIANO SANCHEZ,35,1864
78437,VILLAS DE SAN FRANCISCO,SOLEDAD DE GRACIANO SANCHEZ,35,1864
78437,5o PLANO DE LA GENOVEVO RIVAS GUILLEN,SOLEDAD DE GRACIANO SANCHEZ,35,1865
78437,RANCHO BLANCO,SOLEDAD DE GRACIANO SANCHEZ,35,1865
78435,SAN FRANCISCO DE ASIS NORTE,SOLEDAD DE GRACIANO SANCHEZ,35,1865
78437,SAN FRANCISCO DE ASIS SUR,SOLEDAD DE GRACIANO SANCHEZ,35,1865
78437,GENOVEVO RIVAS GUILLEN 2a SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1866
78437,GENOVEVO RIVAS GUILLEN 3a SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1866
78437,NUEVO TESTAMENTO,SOLEDAD DE GRACIANO SANCHEZ,35,1866
78435,REAL DEL BOSQUE,SOLEDAD DE GRACIANO SANCHEZ,35,1866
78435,SAN FRANCISCO,SOLEDAD DE GRACIANO SANCHEZ,35,1866
78435,SAN FRANCISCO DE ASIS NORTE,SOLEDAD DE GRACIANO SANCHEZ,35,1866
78437,SANTA MONICA,SOLEDAD DE GRACIANO SANCHEZ,35,1866
78435,CERRADA DEL BOSQUE,SOLEDAD DE GRACIANO SANCHEZ,35,1867
78437,GENOVEVO RIVAS GUILLEN 2a SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1867
78435,SAN FRANCISCO,SOLEDAD DE GRACIANO SANCHEZ,35,1867
78435,SAN ROBERTO,SOLEDAD DE GRACIANO SANCHEZ,35,1867
78437,GENOVEVO RIVAS GUILLEN,SOLEDAD DE GRACIANO SANCHEZ,35,1868
78437,GENOVEVO RIVAS GUILLEN 2a SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1868
78436,INFONAVIT SAN ANTONIO,SOLEDAD DE GRACIANO SANCHEZ,35,1868
78437,NUEVO TESTAMENTO,SOLEDAD DE GRACIANO SANCHEZ,35,1868
78437,GENOVEVO RIVAS GUILLEN,SOLEDAD DE GRACIANO SANCHEZ,35,1869
78437,SANTA MONICA,SOLEDAD DE GRACIANO SANCHEZ,35,1869
78437,GENOVEVO RIVAS GUILLEN,SOLEDAD DE GRACIANO SANCHEZ,35,1870
78436,HOGARES FERROCARRILEROS 2a SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1870
78436,HOGARES FERROCARRILEROS 3a SECCION,SOLEDAD DE GRACIANO SANCHEZ,35,1870
79540,LA SAUCEDA,ZARAGOZA,55,1773
79540,PERPETUO SOCORRO,ZARAGOZA,55,1773
79540,BICENTENARIO,ZARAGOZA,55,1774
79540,EL CONGUITO,ZARAGOZA,55,1774
79540,LA LAGUNITA,ZARAGOZA,55,1774
79540,PERPETUO SOCORRO,ZARAGOZA,55,1774
79540,PERPETUO SOCORRO 2A SECCION,ZARAGOZA,55,1774
79540,ZONA CENTRO,ZARAGOZA,55,1774
79540,BICENTENARIO,ZARAGOZA,55,1775
79540,EL CONGUITO,ZARAGOZA,55,1775
79540,EL PEDREGAL,ZARAGOZA,55,1775
79550,LA ESPERANZA,ZARAGOZA,55,1775
79540,ZONA CENTRO,ZARAGOZA,55,1775
79550,SANTO DOMINGO,ZARAGOZA,55,1778
79550,SAN JOSE DE LOS GOMEZ,ZARAGOZA,55,1779
79550,SAN JOSE DE LOS GOMEZ,ZARAGOZA,55,1780
79550,JOCONOXTLE,ZARAGOZA,55,1781
79550,PARADA DEL ZARCIDO,ZARAGOZA,55,1783
79550,PARADA DEL ZARCIDO,ZARAGOZA,55,1784
79550,SAN FRANCISCO,ZARAGOZA,55,1785
79550,CERRO GORDO,ZARAGOZA,55,1787
79550,LAS MAJADAS,ZARAGOZA,55,1787
79550,PARADA DE LOS MARTINEZ,ZARAGOZA,55,1792
79550,TEXAS,ZARAGOZA,55,1793
79540,ALVARADO,ZARAGOZA,55,1884
79540,LA BARRANCA,ZARAGOZA,55,1884
79540,ZONA CENTRO,ZARAGOZA,55,1884
79550,LA ESPERANZA,ZARAGOZA,55,1885
79402,AURORA,CERRITOS,8,136
79402,DE SAN FRANCISCO,CERRITOS,8,136
79402,DE SANTA CRUZ,CERRITOS,8,136
79402,LAS LOMAS,CERRITOS,8,136
79402,LOMAS DEL PEDREGAL,CERRITOS,8,136
79402,LOMAS DEL TEPETATE,CERRITOS,8,136
79402,SAN FRANCISCO,CERRITOS,8,136
79402,VISTA HERMOSA,CERRITOS,8,136
79402,AURORA,CERRITOS,8,137
79402,CENTRO,CERRITOS,8,137
79402,DE SAN FRANCISCO,CERRITOS,8,137
79402,DE SAN JUAN,CERRITOS,8,137
79402,DE SANTA CRUZ,CERRITOS,8,137
79402,CENTRO,CERRITOS,8,138
79402,DE SAN JUAN,CERRITOS,8,138
79402,DE SAN JUAN,CERRITOS,8,139
