Codigo Postal,Colonia,_Municipio,cve_mun,Seccion
79020,LA PIMIENTA,CIUDAD VALLES,13,288
79069,EL CARMEN,CIUDAD VALLES,13,289
79020,LA PIMIENTA,CIUDAD VALLES,13,289
79020,PALMASOLA,CIUDAD VALLES,13,289
79069,VILLA DEL CARMEN,CIUDAD VALLES,13,289
79059,19 DE ENERO (LAS BRISAS),CIUDAD VALLES,13,290
79050,ALTA VISTA,CIUDAD VALLES,13,290
79050,JARDINES DEL VALLE,CIUDAD VALLES,13,290
79020,LA PIMIENTA,CIUDAD VALLES,13,290
79050,RESIDENCIAL DEL LAGO,CIUDAD VALLES,13,290
79050,ALTA VISTA,CIUDAD VALLES,13,291
79050,JARDINES DEL VALLE,CIUDAD VALLES,13,291
79040,MOCTEZUMA,CIUDAD VALLES,13,291
79058,NORTE RESIDENCIAL,CIUDAD VALLES,13,291
79020,DORACELY,CIUDAD VALLES,13,292
79040,FRANCISCO I MADERO,CIUDAD VALLES,13,292
79000,LAS LOMAS,CIUDAD VALLES,13,292
79040,MOCTEZUMA,CIUDAD VALLES,13,292
79040,CUAUHTEMOC,CIUDAD VALLES,13,293
79020,DORACELY,CIUDAD VALLES,13,293
79040,FOVISSSTE,CIUDAD VALLES,13,293
79040,FRANCISCO I MADERO,CIUDAD VALLES,13,293
79010,FUNCIONARIOS DE FIBRACEL,CIUDAD VALLES,13,293
79040,INFONAVIT,CIUDAD VALLES,13,293
79020,LA CURVA,CIUDAD VALLES,13,293
79000,LAS LOMAS,CIUDAD VALLES,13,293
79020,LOMA BONITA,CIUDAD VALLES,13,293
79040,AVANCE,CIUDAD VALLES,13,294
79040,CUAUHTEMOC,CIUDAD VALLES,13,294
79040,FOVISSSTE,CIUDAD VALLES,13,294
79040,FRANCISCO I MADERO,CIUDAD VALLES,13,294
79040,INFONAVIT,CIUDAD VALLES,13,294
79040,CUAUHTEMOC,CIUDAD VALLES,13,295
79010,DEL CAMPO,CIUDAD VALLES,13,295
79010,ESTACION,CIUDAD VALLES,13,295
79010,FUNCIONARIOS DE FIBRACEL,CIUDAD VALLES,13,295
79020,LA CURVA,CIUDAD VALLES,13,295
79030,LA FLORIDA,CIUDAD VALLES,13,295
79010,MARQUEZ,CIUDAD VALLES,13,295
79030,PALO DE ROSA,CIUDAD VALLES,13,295
79040,TETUAN,CIUDAD VALLES,13,295
79040,CUAUHTEMOC,CIUDAD VALLES,13,296
79070,JUAREZ,CIUDAD VALLES,13,296
79040,TETUAN,CIUDAD VALLES,13,296
79050,ALTA VISTA,CIUDAD VALLES,13,297
79050,ALTAVISTA,CIUDAD VALLES,13,297
79050,EL PORVENIR,CIUDAD VALLES,13,297
79020,PALMASOLA,CIUDAD VALLES,13,297
79060,RAFAEL CURIEL,CIUDAD VALLES,13,297
79068,ROSAS DEL TEPEYAC,CIUDAD VALLES,13,297
79060,LAS AGUILAS,CIUDAD VALLES,13,298
79060,MILITAR,CIUDAD VALLES,13,298
79060,PALMAS RESIDENCIAL,CIUDAD VALLES,13,298
79060,RAFAEL CURIEL,CIUDAD VALLES,13,298
79060,REAL CAMPESTRE,CIUDAD VALLES,13,298
79060,SAN RAFAEL,CIUDAD VALLES,13,299
79050,ALTAVISTA,CIUDAD VALLES,13,300
79050,ANFER,CIUDAD VALLES,13,300
79050,ANTONIO ESPER,CIUDAD VALLES,13,300
79050,EL PORVENIR,CIUDAD VALLES,13,300
79050,FRACCIONAMIENTO VILLA DEL REAL,CIUDAD VALLES,13,300
79050,LOMAS DEL MIRADOR,CIUDAD VALLES,13,300
79050,NELLY,CIUDAD VALLES,13,300
79050,OBRERA,CIUDAD VALLES,13,300
79050,VALLE DE ORIENTE,CIUDAD VALLES,13,300
79050,VILLA REAL DE SANTIAGO,CIUDAD VALLES,13,300
79050,ALTA VISTA,CIUDAD VALLES,13,301
79050,OBRERA,CIUDAD VALLES,13,301
79050,REAL DE VILLAS,CIUDAD VALLES,13,301
79050,REAL DE VILLAS II,CIUDAD VALLES,13,301
79000,ZONA CENTRO,CIUDAD VALLES,13,301
79000,ZONA CENTRO,CIUDAD VALLES,13,302
79000,LAS LOMAS,CIUDAD VALLES,13,303
79000,ZONA CENTRO,CIUDAD VALLES,13,303
79040,CUAUHTEMOC,CIUDAD VALLES,13,304
79000,LAS LOMAS,CIUDAD VALLES,13,304
79040,LOS FILTROS,CIUDAD VALLES,13,304
79000,ZONA CENTRO,CIUDAD VALLES,13,305
79000,ZONA CENTRO,CIUDAD VALLES,13,306
79050,OBRERA,CIUDAD VALLES,13,307
79000,ZONA CENTRO,CIUDAD VALLES,13,307
79050,NELLY ZULAIMAN,CIUDAD VALLES,13,308
79050,OBRERA,CIUDAD VALLES,13,308
79050,ANTONIO ESPER,CIUDAD VALLES,13,309
79050,BONIFACIO SALINAS,CIUDAD VALLES,13,309
79050,FRACCIONAMIENTO VILLA DEL REAL,CIUDAD VALLES,13,309
79050,LOMAS DEL MIRADOR,CIUDAD VALLES,13,309
79050,MENDEZ,CIUDAD VALLES,13,309
79050,NELLY ZULAIMAN,CIUDAD VALLES,13,309
79060,SAN RAFAEL,CIUDAD VALLES,13,309
79090,BELLAVISTA,CIUDAD VALLES,13,310
79098,CECYT,CIUDAD VALLES,13,310
79050,MENDEZ,CIUDAD VALLES,13,310
79060,RAFAEL CURIEL,CIUDAD VALLES,13,310
79060,SAN ANGEL I,CIUDAD VALLES,13,310
79060,SAN RAFAEL,CIUDAD VALLES,13,310
79060,TAMPICO,CIUDAD VALLES,13,310
79060,TANTOCOB,CIUDAD VALLES,13,310
79050,TIPZEN,CIUDAD VALLES,13,310
79060,JARDINES DEL CAMPESTRE,CIUDAD VALLES,13,311
79098,LA ALHAJITA,CIUDAD VALLES,13,311
79060,LOMAS DE SAN JOSE,CIUDAD VALLES,13,311
79060,RAFAEL CURIEL,CIUDAD VALLES,13,311
79060,REAL CAMPESTRE,CIUDAD VALLES,13,311
79098,RESIDENCIAL SANTA CLAUDIA,CIUDAD VALLES,13,311
79050,LOMAS DEL MIRADOR,CIUDAD VALLES,13,312
79099,LOMAS ORIENTE,CIUDAD VALLES,13,312
79050,MENDEZ,CIUDAD VALLES,13,312
79050,MIRADOR,CIUDAD VALLES,13,312
79050,OBRERA,CIUDAD VALLES,13,312
79050,TIPZEN,CIUDAD VALLES,13,312
79080,AMERICA,CIUDAD VALLES,13,313
79080,HIDALGO,CIUDAD VALLES,13,313
79090,LOMAS PONIENTE,CIUDAD VALLES,13,313
79050,MIRADOR,CIUDAD VALLES,13,313
79080,MORALES,CIUDAD VALLES,13,313
79050,OBRERA,CIUDAD VALLES,13,313
79080,PRIVADA VERGEL,CIUDAD VALLES,13,313
79080,ROTARIOS,CIUDAD VALLES,13,313
79050,TIPZEN,CIUDAD VALLES,13,313
79080,VERGEL,CIUDAD VALLES,13,313
79080,VILLA DEL VERGEL,CIUDAD VALLES,13,313
79000,ZONA CENTRO,CIUDAD VALLES,13,313
79000,ZONA CENTRO,CIUDAD VALLES,13,314
79000,ZONA CENTRO,CIUDAD VALLES,13,315
79070,ALBORADA,CIUDAD VALLES,13,316
79080,CERILLERA,CIUDAD VALLES,13,316
79070,JUAREZ,CIUDAD VALLES,13,316
79254,LOMAS DE ITZAMAL,CIUDAD VALLES,13,316
79070,MISION DE SAN MIGUEL,CIUDAD VALLES,13,316
79260,TAMPAYA,CIUDAD VALLES,13,316
79000,ZONA CENTRO,CIUDAD VALLES,13,316
79080,CERILLERA,CIUDAD VALLES,13,317
79080,ROTARIOS,CIUDAD VALLES,13,317
79000,ZONA CENTRO,CIUDAD VALLES,13,317
79080,HIDALGO,CIUDAD VALLES,13,318
79080,ROTARIOS,CIUDAD VALLES,13,318
79080,VERGEL,CIUDAD VALLES,13,318
79090,BELLAVISTA,CIUDAD VALLES,13,319
79098,CECYT,CIUDAD VALLES,13,319
79099,LOMAS ORIENTE,CIUDAD VALLES,13,319
79060,JARDINES DEL CAMPESTRE,CIUDAD VALLES,13,320
79060,LAS TRES HUASTECAS,CIUDAD VALLES,13,320
79060,LOMAS DE SAN JOSE,CIUDAD VALLES,13,320
79098,MARGARITA DE GORTARI,CIUDAD VALLES,13,320
79060,MILITAR,CIUDAD VALLES,13,320
79060,MONTEBELLO,CIUDAD VALLES,13,320
79060,REAL CAMPESTRE,CIUDAD VALLES,13,320
79098,RESIDENCIAL SANTA CLAUDIA,CIUDAD VALLES,13,320
79060,RODRIGUEZ,CIUDAD VALLES,13,320
79080,HIDALGO,CIUDAD VALLES,13,321
79080,VERGEL,CIUDAD VALLES,13,321
79080,EL BOSQUE,CIUDAD VALLES,13,322
79080,HIDALGO,CIUDAD VALLES,13,322
79080,VERGEL,CIUDAD VALLES,13,322
79090,EL GAVILAN,CIUDAD VALLES,13,323
79080,HIDALGO,CIUDAD VALLES,13,323
79090,LEONARDO RODRIGUEZ ALCAINE,CIUDAD VALLES,13,323
79095,LOMAS DEL YUEJAT,CIUDAD VALLES,13,323
79090,LOMAS PONIENTE,CIUDAD VALLES,13,323
79090,PRIVADA LOMAS PONIENTE,CIUDAD VALLES,13,323
79097,SAN LUIS ORIENTE,CIUDAD VALLES,13,323
79090,SAN LUIS PONIENTE,CIUDAD VALLES,13,323
79090,VIZCARRA,CIUDAD VALLES,13,323
79090,BELLAVISTA,CIUDAD VALLES,13,324
79098,CECYT,CIUDAD VALLES,13,324
79096,GREGORIO OSUNA,CIUDAD VALLES,13,324
79060,LOMAS DE SAN JOSE,CIUDAD VALLES,13,324
79095,LOMAS DEL YUEJAT,CIUDAD VALLES,13,324
79099,LOMAS ORIENTE,CIUDAD VALLES,13,324
79090,LOMAS PONIENTE,CIUDAD VALLES,13,324
79096,MIRAVALLES,CIUDAD VALLES,13,324
79060,MONTEBELLO,CIUDAD VALLES,13,324
79090,RESIDENCIAL ESCOBEDO,CIUDAD VALLES,13,324
79098,SAN JOSE,CIUDAD VALLES,13,324
79097,SAN LUIS ORIENTE,CIUDAD VALLES,13,324
79090,SAN LUIS PONIENTE,CIUDAD VALLES,13,324
79096,VALLES 85,CIUDAD VALLES,13,324
79090,VIZCARRA,CIUDAD VALLES,13,324
79090,LOMAS DE SANTIAGO,CIUDAD VALLES,13,325
79090,EL GAVILAN,CIUDAD VALLES,13,326
79090,LAS HUASTECAS,CIUDAD VALLES,13,326
79090,LOS BALCONES,CIUDAD VALLES,13,326
79090,JOSE MARIA MORELOS Y PAVON,CIUDAD VALLES,13,327
79238,LAS HUERTAS,CIUDAD VALLES,13,328
79239,LAS PITAS I,CIUDAD VALLES,13,329
79238,ZARAGOZA,CIUDAD VALLES,13,331
79251,LAGUNA DEL MANTE,CIUDAD VALLES,13,332
79232,ALEJANDRO PEÑA,CIUDAD VALLES,13,333
79232,AMPLIACION LA HINCADA,CIUDAD VALLES,13,333
79232,MOD HAB I P S L LA HINCADA,CIUDAD VALLES,13,333
79232,MODULO HABITACIONAL EMPLEADOS DE CONFIANZA,CIUDAD VALLES,13,333
79232,ZONA HABITACIONAL BUNGALOS,CIUDAD VALLES,13,333
79236,CANOAS,CIUDAD VALLES,13,334
79232,LA ESTRIBERA,CIUDAD VALLES,13,335
79232,CERRO ALTO,CIUDAD VALLES,13,336
79251,GUSTAVO GARMENDIA,CIUDAD VALLES,13,337
79247,EJIDO LA HINCADA,CIUDAD VALLES,13,338
79247,EJIDO LAS CRUCITAS,CIUDAD VALLES,13,338
79251,LOS SABINOS,CIUDAD VALLES,13,341
79247,LA ENCANTADA,CIUDAD VALLES,13,343
79247,LAS CRUCITAS,CIUDAD VALLES,13,343
79246,COYOLES,CIUDAD VALLES,13,344
79247,EL VERDE,CIUDAD VALLES,13,344
79247,LAS CAMILLAS,CIUDAD VALLES,13,345
79252,AURA RESIDENCIAL,CIUDAD VALLES,13,346
79020,BUENOS AIRES,CIUDAD VALLES,13,346
79252,EL SACRIFICIO,CIUDAD VALLES,13,346
79252,LAS FINCAS,CIUDAD VALLES,13,346
79252,LAS FINCAS II,CIUDAD VALLES,13,346
79252,LAS GRANJAS,CIUDAD VALLES,13,346
79252,MONTECILLOS,CIUDAD VALLES,13,346
79250,EL ZOCOHUITE,CIUDAD VALLES,13,347
79247,ESTACION SAN DIEGUITO,CIUDAD VALLES,13,348
79070,JUAREZ,CIUDAD VALLES,13,349
79250,LA PITAHAYA,CIUDAD VALLES,13,349
79030,SANTA ROSA,CIUDAD VALLES,13,349
79090,BICENTENARIO,CIUDAD VALLES,13,350
79090,JOSE MARIA MORELOS Y PAVON,CIUDAD VALLES,13,350
79090,LOS NARANJOS,CIUDAD VALLES,13,350
79250,SAN FELIPE,CIUDAD VALLES,13,350
79242,RASCON,CIUDAD VALLES,13,352
79242,RASCON,CIUDAD VALLES,13,353
79250,EL JOBO,CIUDAD VALLES,13,354
79250,OJO DE AGUA,CIUDAD VALLES,13,354
79260,SAN ANTONIO HUICHIMAL,CIUDAD VALLES,13,355
79250,EL CERON,CIUDAD VALLES,13,356
79250,EL NARANJITO,CIUDAD VALLES,13,356
79250,EL POTRERO,CIUDAD VALLES,13,356
79250,LIMA CENTRO,CIUDAD VALLES,13,356
79250,OTATES,CIUDAD VALLES,13,356
79250,PALMAS,CIUDAD VALLES,13,356
79250,TAMULLIN,CIUDAD VALLES,13,356
79268,EL AZULEJO,CIUDAD VALLES,13,357
79267,EL ATASCADERO,CIUDAD VALLES,13,358
79267,EL LAUREL,CIUDAD VALLES,13,358
79267,EL RANCHITO,CIUDAD VALLES,13,358
79267,EL RINCON,CIUDAD VALLES,13,358
79267,EL SABINITO,CIUDAD VALLES,13,358
79267,GUADALUPE,CIUDAD VALLES,13,358
79267,LA CRUCITA,CIUDAD VALLES,13,358
79267,SUBIDA CENTRO,CIUDAD VALLES,13,358
79267,ZARAGOZA,CIUDAD VALLES,13,358
79260,LA CALERA,CIUDAD VALLES,13,359
79267,EL CHUCHUPE,CIUDAD VALLES,13,361
79267,LA PILA,CIUDAD VALLES,13,361
79268,SAN MIGUEL,CIUDAD VALLES,13,362
79260,EL PUJAL,CIUDAD VALLES,13,364
79260,GUADALUPE,CIUDAD VALLES,13,364
79260,LA CRUZ,CIUDAD VALLES,13,364
79260,LA MOLIENDA,CIUDAD VALLES,13,364
79260,PEDREGAL,CIUDAD VALLES,13,364
79260,EL CUICHE,CIUDAD VALLES,13,365
79264,DESENGAÑO 2,CIUDAD VALLES,13,367
79264,EL LOBO Y ANEXAS,CIUDAD VALLES,13,367
79264,EMILIANO ZAPATA,CIUDAD VALLES,13,367
79264,LA MARINA,CIUDAD VALLES,13,367
79260,EL PUJAL,CIUDAD VALLES,13,368
79264,TANTIZOHUICHE,CIUDAD VALLES,13,369
79269,TANTOBAL,CIUDAD VALLES,13,370
79122,20 DE NOVIEMBRE,EBANO,16,405
79110,ESTACION,EBANO,16,406
79110,ZOSTEPEC,EBANO,16,406
79139,DEL VALLE,EBANO,16,407
79110,EBANO,EBANO,16,407
79139,EL HULE,EBANO,16,407
79110,MIRASOL,EBANO,16,407
79110,ZOSTEPEC,EBANO,16,407
79120,ANTONIO J BERMUDEZ,EBANO,16,408
79110,ESTACION,EBANO,16,408
79120,LAS AMERICAS,EBANO,16,408
79110,ESTACION,EBANO,16,409
79140,LA UNION,EBANO,16,409
79120,LAS AMERICAS,EBANO,16,409
79152,LINDAVISTA,EBANO,16,409
79152,LINDAVISTA 2,EBANO,16,409
79152,VALLE DORADO,EBANO,16,409
79140,AMPLIACION OBRERA,EBANO,16,410
79153,AVIACION,EBANO,16,410
79152,BICENTENARIO,EBANO,16,410
79140,BUGAMBILIAS,EBANO,16,410
79140,CP MARCELO DE LOS SANTOS FRAGA,EBANO,16,410
79140,EL TULILLO,EBANO,16,410
79150,HIMNO NACIONAL,EBANO,16,410
79140,LAS FLORES,EBANO,16,410
79140,OBRERA,EBANO,16,410
79152,PUERTA DEL SOL,EBANO,16,410
79150,SAN JUAN DIEGO,EBANO,16,410
79140,SANTA ELENA,EBANO,16,410
79150,SOLIDARIDAD,EBANO,16,410
79140,UNIDAD NACIONAL,EBANO,16,410
79120,ANTONIO J BERMUDEZ,EBANO,16,411
79120,LAS AMERICAS,EBANO,16,411
79120,ANTONIO J BERMUDEZ,EBANO,16,412
79139,DEL VALLE,EBANO,16,412
79182,INFONAVIT,EBANO,16,413
79120,MANUEL AVILA CAMACHO,EBANO,16,413
79183,SARH,EBANO,16,413
79180,VERGEL,EBANO,16,413
79160,18 DE MARZO,EBANO,16,414
79161,20 DE NOVIEMBRE,EBANO,16,414
79150,PETROLERA,EBANO,16,414
79170,TULIPANES,EBANO,16,414
79161,20 DE NOVIEMBRE,EBANO,16,415
79100,CENTRO,EBANO,16,415
79150,PETROLERA,EBANO,16,415
79142,VICENTE INGUANZO,EBANO,16,415
79140,AVIACION,EBANO,16,416
79140,OBRERA,EBANO,16,416
79140,AVIACION,EBANO,16,417
79140,OBRERA,EBANO,16,417
79140,SANTA ELENA,EBANO,16,417
79140,AVIACION,EBANO,16,418
79140,OBRERA,EBANO,16,418
79142,VICENTE INGUANZO,EBANO,16,418
79140,DR QUINTANAR,EBANO,16,419
79140,PRIMAVERA,EBANO,16,419
79142,VICENTE INGUANZO,EBANO,16,419
79161,20 DE NOVIEMBRE,EBANO,16,420
79100,CENTRO,EBANO,16,420
79161,ZONA LOGIA,EBANO,16,420
79100,CENTRO,EBANO,16,421
79190,EL 21,EBANO,16,421
79161,EL 21,EBANO,16,421
79180,VERGEL,EBANO,16,421
79161,ZONA LOGIA,EBANO,16,421
79161,EL 21,EBANO,16,422
79190,EL 21,EBANO,16,422
79190,ZONA CUARTEL,EBANO,16,422
79161,ZONA LOGIA,EBANO,16,422
79161,AMPLIACION PRIMAVERA,EBANO,16,423
79140,DR QUINTANAR,EBANO,16,423
79140,PRIMAVERA,EBANO,16,423
79190,ZONA CUARTEL,EBANO,16,423
79292,ADOLFO LOPEZ MATEOS,EBANO,16,424
79292,ALAMOS,EBANO,16,424
79292,ALFREDO V BONFIL,EBANO,16,424
79292,AMERICAS,EBANO,16,424
79292,AURELIO E MANRIQUE,EBANO,16,424
79292,BAJO EL CIELO DE SONORA,EBANO,16,424
79292,BUENAVISTA,EBANO,16,424
79292,CONSTITUCION,EBANO,16,424
79292,EL DURAZNO,EBANO,16,424
79292,EL POTOSI,EBANO,16,424
79292,EL ZOCOHUITE,EBANO,16,424
79292,FRANCISCO GONZALEZ BOCANEGRA,EBANO,16,424
79292,FRANCISCO SARABIA,EBANO,16,424
79292,GILBERTO FLORES,EBANO,16,424
79292,JALPILLA,EBANO,16,424
79292,JOSE MARIA MORELOS Y PAVON,EBANO,16,424
79292,JUAN DE LA BARRERA,EBANO,16,424
79292,LA ESPERANZA,EBANO,16,424
79292,LA TOCONALA,EBANO,16,424
79292,LERDO DE TEJADA,EBANO,16,424
79292,LOMA BONITA,EBANO,16,424
79292,LUIS DONALDO COLOSIO,EBANO,16,424
79292,MEDIO ORIENTE,EBANO,16,424
79292,NIÑOS HEROES,EBANO,16,424
79292,NUEVO PROGRESO,EBANO,16,424
79292,NUEVO TEMALACACO,EBANO,16,424
79292,NUEVO TONATICO,EBANO,16,424
79292,SALVADOR NAVA MARTINEZ,EBANO,16,424
79292,10 DE ABRIL,EBANO,16,425
79840,BUENOS AIRES,EBANO,16,425
79292,CARLOS A MADRAZO,EBANO,16,425
79292,CERRO DE LA CONCEPCION,EBANO,16,425
79292,EMILIANO ZAPATA II,EBANO,16,425
79292,ESTACION 500,EBANO,16,425
79292,FRANCISCO GONZALEZ BOCANEGRA,EBANO,16,425
79292,GILBERTO FLORES,EBANO,16,425
79292,IGNACIO ALLENDE,EBANO,16,425
79292,JUAN DE LA BARRERA,EBANO,16,425
79292,LAZARO CARDENAS,EBANO,16,425
79292,LOS NARANJOS,EBANO,16,425
79292,LUIS DONALDO COLOSIO,EBANO,16,425
79292,MEXICO LIBRE,EBANO,16,425
79292,MIGUEL HIDALGO,EBANO,16,425
79292,NUEVO TANCHANACO,EBANO,16,425
79292,PLAN DE SAN LUIS,EBANO,16,425
79292,RENOVACION MORAL,EBANO,16,425
79292,SALVADOR NAVA MARTINEZ,EBANO,16,425
79292,10 DE ABRIL,EBANO,16,426
79292,500,EBANO,16,426
79292,ALAMOS,EBANO,16,426
79292,BENITO JUAREZ,EBANO,16,426
79292,CERRO DE LA CONCEPCION,EBANO,16,426
79292,CONSTITUCION,EBANO,16,426
79292,EMILIANO ZAPATA,EBANO,16,426
79292,EMILIANO ZAPATA II,EBANO,16,426
79292,ESTACION 500,EBANO,16,426
79292,GILBERTO FLORES,EBANO,16,426
79292,GUILLERMO CHAVEZ,EBANO,16,426
79292,JALPILLA,EBANO,16,426
79292,JOSE MARIA MORELOS Y PAVON,EBANO,16,426
79292,JUAN DE LA BARRERA,EBANO,16,426
79292,LOS NARANJOS,EBANO,16,426
79292,LUIS DONALDO COLOSIO,EBANO,16,426
79292,MIGUEL HIDALGO,EBANO,16,426
79292,NIÑOS HEROES,EBANO,16,426
79292,NUEVO AYOTOSCO,EBANO,16,426
79292,NUEVO TANCHANACO,EBANO,16,426
79292,PATRICIO JIMENEZ,EBANO,16,426
79292,PLAN DE SAN LUIS,EBANO,16,426
79292,SALVADOR NAVA MARTINEZ,EBANO,16,426
79292,500,EBANO,16,427
79292,BENITO JUAREZ,EBANO,16,427
79292,BONFIL,EBANO,16,427
79292,CERRO DE LA CONCEPCION,EBANO,16,427
79292,CONSTITUCION,EBANO,16,427
79292,EL OJOX,EBANO,16,427
79292,EMILIANO ZAPATA,EBANO,16,427
79292,EMILIANO ZAPATA II,EBANO,16,427
79292,IGNACIO ALLENDE,EBANO,16,427
79292,LAZARO CARDENAS,EBANO,16,427
79292,LOS AMIGOS,EBANO,16,427
79292,LOS NARANJOS,EBANO,16,427
79840,MADERO,EBANO,16,427
79292,MEXICO LIBRE,EBANO,16,427
79292,MIGUEL DE LA MADRID,EBANO,16,427
79292,MIGUEL HIDALGO,EBANO,16,427
79292,NUEVO AYOTOSCO,EBANO,16,427
79840,NUEVO TANCHANACO,EBANO,16,427
79292,PONCIANO ARRIAGA,EBANO,16,427
79292,RENOVACION MORAL,EBANO,16,427
79292,TAMBACA,EBANO,16,427
79122,20 DE NOVIEMBRE,EBANO,16,428
79221,VELAZCO,EBANO,16,429
79293,CAPITAN MIGUEL MEDINA ARVISO,EBANO,16,430
79293,DOCTOR MORA,EBANO,16,430
79293,DOROTEO ARANGO,EBANO,16,430
79293,EMILIANO ZAPATA,EBANO,16,430
79293,FRANCISCO VILLA,EBANO,16,430
79293,JULIAN CARRILLO II,EBANO,16,430
79293,LA ESPERANZA,EBANO,16,430
79293,LAS FLORES,EBANO,16,430
79293,PROGRESO DE ATEHUAC,EBANO,16,430
79293,SANTA FE,EBANO,16,430
79293,TAMPACOY,EBANO,16,430
79293,ADOLFO RUIZ CORTINEZ III,EBANO,16,431
79293,CAPITAN MIGUEL MEDINA ARVISO,EBANO,16,431
79293,EMILIANO ZAPATA,EBANO,16,431
79293,FRANCISCO VILLA,EBANO,16,431
79293,GRACIANO SANCHEZ,EBANO,16,431
79293,LOMA ALTA,EBANO,16,431
79293,REFORMA AGRARIA,EBANO,16,431
79293,TAMPACOY,EBANO,16,431
79290,EMILIANO ZAPATA I,EBANO,16,433
79290,EMILIANO ZAPATA II,EBANO,16,433
79290,IGNACIO ZARAGOZA,EBANO,16,433
79290,PLAN DE IGUALA,EBANO,16,433
79290,PLAN DE SAN LUIS,EBANO,16,433
79290,LA REFORMA,EBANO,16,434
79290,VICHINCHIJOL,EBANO,16,435
79740,DE GUADALUPE,RAYON,23,616
79740,DE SAN JOSE,RAYON,23,616
79740,EL SABINO,RAYON,23,616
79740,DE SAN JOSE,RAYON,23,617
79740,EL REFUGIO,RAYON,23,617
79740,MAGISTERIAL PROF LIBRADO RIVERA,RAYON,23,617
79740,SAN ANTONIO,RAYON,23,617
79740,CERRO DEL CHABACANO,RAYON,23,618
79740,CRUCERO DE RAYON,RAYON,23,618
79740,EL CALICHAL,RAYON,23,618
79740,EMILIANO ZAPATA,RAYON,23,618
79740,SAN ANTONIO,RAYON,23,618
79740,TORTUGAS,RAYON,23,618
79740,DE SAN JUAN,RAYON,23,619
79740,MONTE VERDE,RAYON,23,619
79740,SIN NOMBRE,RAYON,23,619
79740,CERRITO DE LA CRUZ,RAYON,23,620
79380,LOBOS,RAYON,23,621
79750,OBREGON,RAYON,23,621
79750,LAS CANOAS,RAYON,23,622
79740,VICENTE GUERRERO,RAYON,23,623
79750,AGUACATILLOS,RAYON,23,624
79740,TORTUGAS,RAYON,23,627
79747,MORELOS,RAYON,23,631
79740,EL AGUACATE,RAYON,23,633
79740,EL PAJARITO,RAYON,23,633
79820,AMPLIACION MIRADOR,SAN VICENTE TANCUAYALAB,34,1160
79820,DEPORTIVA,SAN VICENTE TANCUAYALAB,34,1160
79820,LUIS DONALDO COLOSIO,SAN VICENTE TANCUAYALAB,34,1160
79820,MIRADOR,SAN VICENTE TANCUAYALAB,34,1160
79820,PROGRESO,SAN VICENTE TANCUAYALAB,34,1160
79820,TANCUAYALAB,SAN VICENTE TANCUAYALAB,34,1160
79820,20 DE NOVIEMBRE,SAN VICENTE TANCUAYALAB,34,1161
79820,BENITO JUAREZ,SAN VICENTE TANCUAYALAB,34,1161
79821,EL CIRUELAR,SAN VICENTE TANCUAYALAB,34,1161
79820,INDEPENDENCIA,SAN VICENTE TANCUAYALAB,34,1161
79820,LA GRANJA,SAN VICENTE TANCUAYALAB,34,1161
79820,LEOPOLDO ZUÑIGA,SAN VICENTE TANCUAYALAB,34,1161
79820,BENITO JUAREZ,SAN VICENTE TANCUAYALAB,34,1162
79820,CENTRO,SAN VICENTE TANCUAYALAB,34,1162
79821,EL CIRUELAR,SAN VICENTE TANCUAYALAB,34,1162
79820,EMILIANO ZAPATA,SAN VICENTE TANCUAYALAB,34,1162
79820,FELIPE ENRIQUEZ,SAN VICENTE TANCUAYALAB,34,1162
79820,INDEPENDENCIA,SAN VICENTE TANCUAYALAB,34,1162
79820,LEOPOLDO ZUÑIGA,SAN VICENTE TANCUAYALAB,34,1162
79820,VALLE ALTO,SAN VICENTE TANCUAYALAB,34,1162
79820,ALTO DEL REFUGIO,SAN VICENTE TANCUAYALAB,34,1163
79820,ALTOS DE SAN JOSE,SAN VICENTE TANCUAYALAB,34,1163
79820,CENTRO,SAN VICENTE TANCUAYALAB,34,1163
79820,DEPORTIVA,SAN VICENTE TANCUAYALAB,34,1163
79820,MONTE VERDE,SAN VICENTE TANCUAYALAB,34,1163
79820,CENTRO,SAN VICENTE TANCUAYALAB,34,1164
79820,EL CHOTE,SAN VICENTE TANCUAYALAB,34,1165
79820,LA BOLSA,SAN VICENTE TANCUAYALAB,34,1166
79826,FRANCISCO VILLA,SAN VICENTE TANCUAYALAB,34,1168
79820,LAZARO CARDENAS,SAN VICENTE TANCUAYALAB,34,1170
79825,SAN JUAN DE LAS VEGAS,SAN VICENTE TANCUAYALAB,34,1171
79826,TASAJERAS,SAN VICENTE TANCUAYALAB,34,1172
79823,RICARDO FLORES MAGON,SAN VICENTE TANCUAYALAB,34,1173
79826,TANCOJOL,SAN VICENTE TANCUAYALAB,34,1173
79825,TANTOJON,SAN VICENTE TANCUAYALAB,34,1174
79823,TANCUICHE,SAN VICENTE TANCUAYALAB,34,1175
79822,AL SASUB,SAN VICENTE TANCUAYALAB,34,1176
79823,EL ALAMO,SAN VICENTE TANCUAYALAB,34,1177
79820,SAN FRANCISCO CUAYALAB,SAN VICENTE TANCUAYALAB,34,1178
79780,SANTA CATARINA,SANTA CATARINA,31,1179
79780,VIÑA EL MILAGRO,SANTA CATARINA,31,1179
79790,EL PUENTE,SANTA CATARINA,31,1180
79790,ANTEOJOS,SANTA CATARINA,31,1183
