CVE_ENT,CVE_MUN,CVE_LOC,NOMGEO,AMBITO
24,22,32,Morterillos,Rural
24,22,47,San Antonio del Rul,Rural
24,22,57,Santa Catarina,Rural
24,22,93,Pozo del Carmen,Rural
24,22,113,El Pedernal,Rural
24,22,94,Pozos de Matanza,Rural
24,22,85,El Mulero,Rural
24,22,18,Ex-Hacienda de Enramada,Rural
24,22,33,El Naranjo,Rural
24,22,54,San José de Enramada,Rural
24,22,179,La Loma,Rural
24,22,90,Las Pilitas,Rural
24,22,4,Ancón,Rural
24,22,2,La Aduana,Rural
24,22,23,Juache,Rural
24,22,21,Garabatillo,Rural
24,22,27,La Luz,Rural
24,22,29,La Matanza,Rural
24,22,53,San José del Grito,Rural
24,22,25,Labor Vieja,Rural
24,22,38,La Presa,Rural
24,22,43,El Retiro,Rural
24,22,14,El C·camo,Rural
24,22,30,Estación Moctezuma,Rural
24,22,12,El Colorado,Rural
24,22,61,Santa Teresa,Rural
24,22,92,Pozo Blanco,Rural
24,22,31,Morados,Rural
24,22,39,Providencia,Rural
24,22,13,Cruces,Rural
24,22,11,Colonia Progreso,Rural
24,22,82,Malpaso,Rural
24,23,6,Amoladeras,Rural
24,23,15,Las Guapas,Rural
24,23,42,San Francisco,Rural
24,23,48,Vaqueros,Rural
24,23,35,El Ranchito,Rural
24,23,23,La Nueva Reforma,Rural
24,23,65,El Epazote,Rural
24,23,31,Pozo Bendito,Rural
24,23,38,El Sabinito,Rural
24,23,50,La Vieja,Rural
24,23,40,San Cristóbal,Rural
24,23,13,La Escondida,Rural
24,23,46,Tortugas,Rural
24,23,29,El Piruche,Rural
24,23,41,San Felipe de Jes·s Gamotes,Rural
24,23,30,Potrero del Carnero,Rural
24,23,49,Vicente Guerrero,Rural
24,23,1,Rayón,Urbana
24,23,22,El Nogalito,Rural
24,23,74,Crucero de Rayón,Rural
24,23,20,Morelos,Rural
24,23,18,La Luz,Rural
24,23,3,El Aguacate,Rural
24,23,4,Aguacatillos,Rural
24,23,11,Cerrito de la Cruz,Rural
24,23,25,Obregón (Estancitas),Rural
24,23,21,Nogales,Rural
24,23,10,Las Canoas,Rural
24,23,44,Tierras Coloradas,Rural
24,23,32,Puertecitos,Rural
24,23,26,El Pajarito,Rural
24,24,15,Buenavista,Rural
24,24,21,Cieneguillas,Rural
24,24,27,Chupaderos,Rural
24,24,31,El Freno,Rural
24,24,47,El Nacimiento,Rural
24,24,63,Plazuela,Rural
24,24,66,Rancho del Puente (Puente Prieto),Rural
24,24,71,El Riachuelo (El Caracol),Rural
24,24,80,San José de las Flores,Rural
24,24,453,Colonia María del Rosario (Puente del Carmen),Rural
24,24,64,Progreso,Rural
24,24,74,San Diego,Rural
24,24,30,La Escondida,Rural
24,24,24,El Coyote,Rural
24,24,40,La Loma,Rural
24,24,5,Agua Dulce,Rural
24,24,61,El Pescadito,Rural
24,24,84,San Rafaelito,Rural
24,24,160,Las Guayabitas,Rural
24,24,41,La Manga,Rural
24,24,151,Valle Florido,Rural
24,24,67,Puerto de Martínez,Rural
24,24,175,Charco Salado,Rural
24,24,121,La Providencia,Rural
24,24,45,Milpitas,Rural
24,24,8,Valle de Guadalupe,Rural
24,24,46,La Muralla,Rural
24,24,57,Paso de San Antonio,Rural
24,24,26,El Charco,Rural
24,24,73,San Bartolo,Rural
24,24,92,Tanque de San Juan,Rural
24,24,162,Agua Zarca (La Pila),Rural
24,24,93,La Tapona,Rural
24,24,79,San José Gallinas,Rural
24,24,94,Tecomates,Rural
24,24,2,Las Adjuntas,Rural
24,24,83,San Martín,Rural
24,24,44,Miguel Hidalgo,Rural
24,24,36,Ildefonso Turrubiartes (La Boquilla),Rural
24,24,16,Cañada Grande,Rural
24,24,78,San José de Canoas,Rural
24,24,470,Santa Elena,Rural
24,24,500,Colonia Buenos Aires,Rural
24,24,1,Rioverde,Urbana
24,24,42,Mesa del Salto,Rural
24,24,35,El Huizachal,Rural
24,24,48,El Nogalito,Rural
24,24,51,Ojo de Agua Seco,Rural
24,24,56,Paso de los Herreros (Paso de Guadalupe),Rural
24,24,180,El Garambullo,Rural
24,24,76,San Francisco de la Puebla,Rural
24,24,86,Santa Isabel,Rural
24,24,95,El Tule,Rural
24,24,316,Las Magdalenas,Rural
24,24,468,Anexo el Riachuelo,Rural
24,24,59,Pastora,Rural
24,24,100,El Zapote,Rural
24,24,81,San José del Tapanco,Rural
24,24,52,La Palmita,Rural
24,24,85,San Sebastián,Rural
24,24,324,La Aldea,Rural
24,24,336,Colonia Independencia,Rural
24,24,259,Colonia María Asunción del Barrio de los Ángeles,Rural
24,24,524,El Lago,Rural
24,24,535,Arturo González Garza,Rural
24,24,75,San Francisco,Rural
24,24,452,Ampliación Ejido el Jabalí (La Curva),Rural
24,24,68,Redención Nacional,Rural
24,24,39,La Laborcilla,Rural
24,24,77,Sanguijuela,Rural
24,24,58,Paso Real,Rural
24,24,14,Bordo Blanco,Rural
24,24,98,La Virgen,Rural
24,24,4,El Aguacate,Rural
24,24,9,Angostura (Los Canelos),Rural
24,24,37,El Jabalí,Rural
24,24,87,Santa Rita,Rural
24,24,89,San Vicente,Rural
24,24,18,El Capulín,Rural
24,24,72,El Sabinito,Rural
24,25,29,San Antonio de la Paz,Rural
24,25,30,San Evaristo,Rural
24,25,18,El Mezquite,Rural
24,25,1,Salinas de Hidalgo,Urbana
24,25,2,El Alegre,Rural
24,25,11,Diego Martín (Charco Colorado),Rural
24,25,17,La Mesilla,Rural
24,25,41,Colonia Zaragoza (Garabatillo),Rural
24,25,8,Conejillo,Rural
24,25,10,San Pedro de Alcántar,Rural
24,25,32,San Isidro Peñón Blanco,Rural
24,25,49,El Llano del Conejillo,Rural
24,25,53,Estación Peñón Blanco,Rural
24,25,56,Vicente Guerrero (La Cócona),Rural
24,25,24,Punteros (San José de Punteros),Rural
24,25,47,La Mantenedora,Rural
24,25,26,La Reforma,Rural
24,25,21,Palma Pegada,Rural
24,25,22,El Potro,Rural
24,25,28,Salitrillo,Rural
24,25,35,Santa María,Rural
24,25,38,El Tecolote,Rural
24,25,4,Bajío de los Encinos (Los Encinitos),Rural
24,25,3,Azogueros,Rural
24,25,79,Noria de Cañas,Rural
24,25,13,El Estribo,Rural
24,25,6,La Bolsa,Rural
24,25,23,Pozo Seco,Rural
24,25,7,Las Colonias (Colonia Juárez),Rural
24,25,58,Cuéllar,Rural
24,26,4,Lejem,Rural
24,26,6,Pokchich,Rural
24,26,9,Tanchahuil,Rural
24,26,10,Tan Jajnec,Rural
24,26,12,Xolol,Rural
24,26,37,El Crucero de Lejem,Rural
24,26,55,Colonia el Progreso,Rural
24,26,1,San Antonio,Urbana
24,26,8,Santa Martha,Rural
24,26,7,San Pedro,Rural
24,26,2,Cuéchod,Rural
24,26,46,Colonia Altamira,Rural
24,26,47,Al Tzájib,Rural
24,26,74,La Rosita,Rural
24,26,5,Pa'tnel,Rural
24,26,11,Tocoy,Rural
24,27,65,La Tinaja,Rural
24,27,50,El Pitahayo (Santa Cruz del Pitayo),Rural
24,27,16,La Cañada Santa Gertrudis,Rural
24,27,66,La Trinidad,Rural
24,27,1,San Ciro de Acosta,Urbana
24,27,40,El Ërgano,Rural
24,27,25,Codornices,Rural
24,27,42,Palo Alto de la Purísima Concepción,Rural
24,29,2,Las Acamayas,Rural
24,29,3,Acatitla,Rural
24,29,4,Acayo,Rural
24,29,14,El Carrizo,Rural
24,29,31,La Esperanza,Rural
24,29,32,El Frijolillo,Rural
24,29,45,Matlapita,Rural
24,29,65,El Potrero,Rural
24,29,71,Sabinito,Rural
24,29,75,Ejido Domingo,Rural
24,29,76,La Soledad,Rural
24,29,77,Taxicho,Rural
24,29,81,Tenexamel,Rural
24,29,83,Tepetate (Rancho Nuevo),Rural
24,29,84,Tepetlayo,Rural
24,29,98,Rancho Nuevo,Rural
24,29,99,Lindero,Rural
24,29,102,El Sacrificio,Rural
24,29,29,Domingo Zapoyo,Rural
24,29,86,Terrerito,Rural
24,29,73,San Luisito,Rural
24,29,191,Piedra Parada,Rural
24,29,64,Pitagio,Rural
24,29,108,El Rodeo de la Cruz,Rural
24,29,12,Los Bordones,Rural
24,29,199,Cuaxocoyo Uno Limontitla,Rural
24,29,49,La Mesa del Toro,Rural
24,29,109,La Pimienta,Rural
24,29,19,Cerro (Cerro de la Cruz),Rural
24,29,53,Ocuiltzapoyo,Rural
24,29,54,Octlamecayo,Rural
24,29,1,San Martín Chalchicuautla,Urbana
24,29,56,Buenavista (Palmar Alto),Rural
24,29,187,Rancho Nuevo,Rural
24,29,47,Mesa del Flojo,Rural
24,29,25,Chachatipa,Rural
24,29,35,El Huayal,Rural
24,29,66,Poza Redonda,Rural
24,29,68,Ejido la Puerta,Rural
24,29,80,Tempexquititla,Rural
24,29,207,Pemuche (Ejido Nuevo),Rural
24,29,30,Escuatitla,Rural
24,29,91,Xalamatitla,Rural
24,29,88,Totolteo,Rural
24,29,123,Barrio la Cruz,Rural
24,29,82,Tepemiche,Rural
24,29,11,Barranquillas (Tepetzintla),Rural
24,29,43,Manchoc,Rural
24,29,72,San José de las Adjuntas,Rural
24,29,153,El Higuito,Rural
24,29,37,Ixpatlach,Rural
24,29,6,Aguamolo,Rural
24,29,39,Lalaxo,Rural
24,30,9,Barranca de San Joaquín,Rural
24,30,18,Fracción Ocampo,Rural
24,30,1,San Nicolás Tolentino,Urbana
24,30,37,Potrero de Santa Gertrudis,Rural
24,30,10,Cañas,Rural
24,30,41,San José de Nogalitos,Rural
24,30,11,Carrizal de Guadalupe,Rural
24,30,21,Ignacio Allende,Rural
24,30,24,Laguna de Santo Domingo,Rural
24,30,19,Las Golondrinas,Rural
24,30,31,Ojo de Agua,Rural
24,30,22,Jagüey de San Francisco,Rural
24,30,29,Morenos,Rural
24,30,42,San Martín de Abajo,Rural
24,30,45,Santa Catarina,Rural
24,31,2,El Agarroso,Rural
24,31,6,Calabazas (San Francisco del Sauce),Rural
24,31,8,La Cuchilla,Rural
24,31,9,La Compuerta,Rural
24,31,14,Las Lagunitas,Rural
24,31,26,Puerta del Salto,Rural
24,31,28,San Antonio de los Guayabos,Rural
24,31,35,San Nicolás de Tampote,Rural
24,31,38,Tanl·,Rural
24,31,25,San Diego (Pueblo Viejo),Rural
24,31,36,Tanlacut (Pueblo de Tanlacut),Rural
24,31,46,Chacuala,Rural
24,31,19,El Mezquital,Rural
24,31,11,El Puente (Ejido Guayabos),Rural
24,31,44,El Coco,Rural
24,31,3,Anteojos,Rural
24,31,5,Caballos,Rural
24,31,89,El Carrizalillo,Rural
24,31,18,Mesa del Junco,Rural
24,31,22,Paso de Botello,Rural
24,31,21,La Parada,Rural
24,31,7,Carrizal Grande,Rural
24,31,31,San Pedro,Rural
24,31,30,San José,Rural
24,31,1,Santa Catarina,Urbana
24,31,58,El Pedregoso,Rural
24,31,32,Santa María Acapulco,Rural
24,31,48,La Encantada,Rural
24,31,4,La Barranca,Rural
24,31,13,Tanlacut (Labor Zapata),Rural
24,32,32,La Boquineta,Rural
24,32,40,Cañada del Cacao,Rural
24,32,121,Llano de Guadalupe,Rural
24,32,284,Fracción el Toro,Rural
24,32,338,Entronque a Tierra Nueva,Rural
24,32,1,Santa María del Río,Urbana
24,32,30,Bernalejo,Rural
24,32,43,Cañada de Yáñez,Rural
24,32,77,Enramadas,Rural
24,32,85,El Fuerte,Rural
24,32,91,Guanajuatito (Cerrito de la Cruz),Rural
24,32,142,El Molino Cinco Señores,Rural
24,32,108,La Labor del Río (Hacienda la Labor del Río),Rural
24,32,22,Balneario de Lourdes [Centro Vacacional],Rural
24,32,189,Peregrina de Arriba,Rural
24,32,219,Puerto de Victoria,Rural
24,32,266,El Soyate,Rural
24,32,52,El Cerrito,Rural
24,32,151,Ojo Caliente,Rural
24,32,47,La Cardona,Rural
24,32,251,San Juan Capistrán,Rural
24,32,376,Los Conos,Rural
24,32,106,Laborcilla,Rural
24,32,25,Barrancas del Pueblito (Cuesta Colorada),Rural
24,32,54,Cerro Prieto,Rural
24,32,48,El Carmen,Rural
24,32,188,Peregrina de Abajo,Rural
24,32,153,Ojo de Agua de las Flores,Rural
24,32,204,El Pueblito,Rural
24,32,260,Ejido la Pitahaya (Santo Domingo),Rural
24,32,299,La Yerbabuena,Rural
24,32,297,Villela,Rural
24,32,291,El Tule,Rural
24,32,517,Loma Bonita,Rural
24,32,166,Palmarito,Rural
24,32,243,Fracción Sánchez,Rural
24,32,275,El Tepozán,Rural
24,32,5,Agostadero de Santa Bárbara,Rural
24,32,26,Barranca,Rural
24,32,295,El Huizache,Rural
24,32,250,San José Alburquerque,Rural
24,32,20,Estancia de Atotonilco,Rural
24,32,53,Cerrito de Varas Blancas,Rural
24,32,416,El Álamo,Rural
24,32,420,Fracción Uno Ex-Hacienda Santo Domingo,Rural
24,32,201,Presa de Dolores,Rural
24,33,1,Santo Domingo,Urbana
24,33,2,El Arenal,Rural
24,33,22,San Antonio del Mezquite,Rural
24,33,19,Providencia,Rural
24,33,32,Socorro de Dios,Rural
24,33,23,San Francisco,Rural
24,33,67,La Ventura (El Grullo),Rural
24,33,25,San Juan del Salado,Rural
24,33,14,Illescas,Rural
24,33,28,Santa Clara,Rural
24,33,3,Bajío del Ciriaco,Rural
24,33,29,Santa Efigenia,Rural
24,33,6,Juan Sarabia (Centro Ovino),Rural
24,33,36,La Victoria,Rural
24,33,8,Cerritos de Bernal,Rural
24,33,13,Gámez,Rural
24,33,10,Congregación de Santo Domingo,Rural
24,33,20,El Sabino,Rural
24,33,24,San José Calihuey,Rural
24,33,30,Santa Matilde,Rural
24,33,33,El Tepetate,Rural
24,33,21,San Antonio Banderillas,Rural
24,33,4,El Bozal,Rural
24,33,18,Morelos,Rural
24,33,27,San Nicolás,Rural
24,33,51,La Yerbabuena,Rural
24,33,31,San Vicente Banderillas,Rural
24,33,37,Zancarrón,Rural
24,33,15,Jes·s María,Rural
24,33,39,Zaragoza (Pozo Salado),Rural
24,34,37,Tancojol Rincón Brujo,Rural
24,34,40,Tasajeras,Rural
24,34,251,Colonia Juárez (Nuevo Jomté),Rural
24,34,253,Ejido Miguel Hidalgo (Nuevo Jomté),Rural
24,34,50,Lázaro Cárdenas,Rural
24,34,98,Ejido la Bolsa Uno,Rural
24,34,111,Nuevo Jomté (Ezequiel Ahumada),Rural
24,34,235,Nuevo Jomté (Antiguo Tamuín Dos),Rural
24,34,47,Francisco Villa,Rural
24,34,250,Colonia el Carmen (Nuevo Jomté),Rural
24,34,62,Nuevo Jomté (El Sacrificio),Rural
24,34,110,Nuevo Jomté (Tambolón),Rural
24,34,107,Nuevo Jomté (Tasajeras Dos),Rural
24,34,108,Nuevo Jomté (La Bolsa Dos),Rural
24,34,74,San Juan de las Vegas,Rural
24,34,115,Nuevo Jomté (Nuevo May),Rural
24,34,109,Nuevo Jomté (Unión y Progreso),Rural
24,34,233,General León Martínez MHD,Rural
24,34,236,Nuevo Jomté (Colonia Hidalgo),Rural
24,34,13,El Chote,Rural
24,34,2,El Álamo,Rural
24,34,39,Tantojón,Rural
24,34,38,Tancuiche,Rural
24,34,28,San Francisco Cuayalab,Rural
24,34,1,San Vicente Tancuayalab,Urbana
24,34,34,El Sasub,Rural
24,34,112,Nuevo Jomté (El Ciruelar Dos),Rural
24,34,67,Flores Magón,Rural
24,34,204,Narciso Mendoza,Rural
24,36,15,Carrizalito de Trompeteros,Rural
24,36,27,El Huizachal,Rural
24,36,46,Pozo del Sauz,Rural
24,36,56,San José el Viejo (Huam·chil la Tigra),Rural
24,36,67,El Trigo,Rural
24,36,145,San Jerónimo,Rural
24,36,117,La Esperanza,Rural
24,36,55,San Andrés de los Limones,Rural
24,36,12,Capuchinas,Rural
24,36,77,El Nogalito,Rural
24,36,62,Santa Rosalía,Rural
24,36,98,Emiliano Zapata (La Boquilla),Rural
24,36,30,Laguna de Gómez,Rural
24,36,35,La Mojonera (La Mohonera),Rural
24,36,32,La Manzanilla,Rural
24,36,9,Cabezas,Rural
24,36,73,El Puerto de Rancho Nuevo,Rural
24,36,4,El Aguacate,Rural
24,36,148,Rancho Nuevo,Rural
24,36,51,Rincón de Ramírez,Rural
24,36,54,El Sabinito Quemado,Rural
24,36,10,Cafetal,Rural
24,36,113,Copalillos,Rural
24,36,13,El Carpintero,Rural
24,36,123,Tanque del Borrego,Rural
24,36,5,Agua Puerca,Rural
24,36,86,Huam·chil,Rural
24,36,2,Abras del Corozo,Rural
24,36,29,Kilómetro Cuatrocientos Setenta,Rural
24,36,61,Santa María Tampalatín,Rural
24,36,49,Puerto Verde,Rural
24,36,24,Damián Carmona,Rural
24,36,101,El Naranjo,Rural
24,36,68,Veinte de Noviembre,Rural
24,36,59,Santa Elena (El Retacho),Rural
24,36,36,Naranjito,Rural
24,36,17,Cebadilla,Rural
24,36,1,Tamasopo,Urbana
24,36,3,Agua Buena,Urbana
24,36,64,Tambaca,Urbana
24,36,28,El Huizache,Rural
24,36,26,La Gavia,Rural
24,36,20,Campamento Alfa (Los Cuates),Rural
24,36,22,Cuesta Blanca,Rural
24,36,23,El Chino,Rural
24,36,63,El Saucillo,Rural
24,36,41,La Palma (Villa de la Palma),Rural
24,36,58,San Nicolás de los Montes,Rural
24,36,8,Buenavista,Rural
24,37,10,Atehuac,Rural
24,37,21,Cerro Grande,Rural
24,37,22,Cuatzontitla,Rural
24,37,25,Coyol (Vega Larga),Rural
24,37,40,Barrio de Guadalupe,Rural
24,37,41,Guaxcuaco,Rural
24,37,43,Huazalingo,Rural
24,37,46,Ixteamel,Rural
24,37,47,Ixtla (Ixtla Santiago),Rural
24,37,49,La Laguna,Rural
24,37,56,Paguayo,Rural
24,37,74,San Francisco,Rural
24,37,76,Santa María Picula,Rural
24,37,79,Tacial,Rural
24,37,80,Tamacol,Rural
24,37,86,Tenexco,Rural
24,37,98,Tezontla,Rural
24,37,108,Xaltipa,Rural
24,37,114,El Chaparral,Rural
24,37,118,Encino Solo,Rural
24,37,125,Taxicho,Rural
24,37,130,Poxantla,Rural
24,37,164,Totectitla los Ciruelos,Rural
24,37,170,Cuajapa Tamán,Rural
24,37,172,Barrio la Vega Cuixcuatitla,Rural
24,37,174,Coahuica,Rural
24,37,211,Xomoco,Rural
24,37,216,Huichapa,Rural
24,37,217,Ixtlapalaco,Rural
24,37,222,Zapotitla,Rural
24,37,238,Barrio las Palmas,Rural
24,37,245,Limatitla,Rural
24,37,256,Tolapa (Tolapa Tamán),Rural
24,37,292,Rancho Quemado,Rural
24,37,303,Camarones,Rural
24,37,335,Tlaxcala,Rural
24,37,362,Coxotla,Rural
24,37,37,El Encinal,Rural
24,37,109,Xicotla,Rural
24,37,239,Pahuayo,Rural
24,37,82,Tamán,Rural
24,37,162,Tlalocuil,Rural
24,37,7,Amatitla Santiago,Rural
24,37,52,Mecachiquico,Rural
24,37,78,Santiago Centro,Rural
24,37,92,Tetitla,Rural
24,37,103,Tlamaya Santiago,Rural
24,37,169,Mecapala,Rural
24,37,334,Tlalixco,Rural
24,37,197,Tixcuayuca,Rural
24,37,91,San Antonio,Rural
24,37,13,Axhumol,Rural
24,37,148,El Carrizal,Rural
24,37,18,Cacateo,Rural
24,37,220,La Fortuna,Rural
24,37,62,Payantla,Rural
24,37,87,Tenextipa,Rural
24,37,93,Tetlama,Rural
24,37,370,Los Tamarindos,Rural
24,37,38,Enramaditas,Rural
24,37,398,Tlachiquilyacapa,Rural
24,37,96,Tezapotla,Rural
24,37,48,Ixtlapalaco,Rural
24,37,23,Cojolapa,Rural
24,37,419,San Andres,Rural
24,37,306,Los Cerritos,Rural
24,37,94,Texojol,Rural
24,37,202,Tilapa,Rural
24,37,221,Sukiamel,Rural
24,37,99,Tianguispicula,Rural
24,37,258,Tepetzintla,Rural
24,37,70,Rancho Nuevo,Rural
24,37,167,El Laurel,Rural
24,37,54,El Naranjal,Rural
24,37,29,La Cuchilla,Rural
24,37,122,Tecomate Uno,Rural
24,37,84,Temacuil,Rural
24,37,176,El Coyol San Francisco,Rural
24,37,67,El Platanito,Rural
24,37,30,Cuixcuatitla,Rural
24,37,8,Amatitla Tamán,Rural
24,37,106,Vega Larga,Rural
24,37,129,Mazatétl,Rural
24,37,105,Tlacuilola,Rural
24,37,166,Cuapilol,Rural
24,37,88,El Tepetate,Rural
24,37,6,Ahuehueyo,Rural
24,37,234,Las Cabañas,Rural
24,37,183,Las Estacas,Rural
24,37,190,El Ranchito,Rural
24,37,397,Tepeyac,Rural
24,37,57,Palictla,Rural
24,37,120,Limajyo,Rural
24,37,246,El Maguey,Rural
24,37,85,Temamatla,Rural
24,37,5,Aguazarca,Rural
24,37,1,Tamazunchale,Urbana
24,37,33,Chapulhuacanito,Urbana
24,37,139,El Piñal,Rural
24,37,59,Las Palomas,Rural
24,37,411,Barrio Benito Juárez,Rural
24,37,406,Colonia Doracely,Rural
24,37,28,Coaxocotitla,Rural
24,37,61,Papatlaco Santiago,Rural
24,37,285,Xochiayo Santiago,Rural
24,37,223,Barrio Progreso,Rural
24,37,352,Colonia Nezahualcóyotl,Rural
24,37,53,Mecatlán,Rural
24,37,385,San José Santiago,Rural
24,37,375,Emiliano Zapata,Rural
24,37,113,Zoquitipa,Rural
24,37,250,La Reforma (El Lindero),Rural
24,37,12,Atlajque,Rural
24,37,102,Tlalnepantla,Rural
24,37,58,El Palmito,Rural
24,37,425,La Ceiba,Rural
24,37,153,Buenos Aires Retroceso,Rural
24,37,35,Chilocuil Tamán,Rural
24,37,63,Pemucho,Rural
24,38,7,Cuayahual,Rural
24,38,24,Macuilocatl,Rural
24,38,26,La Mata,Rural
24,38,28,La Finca Miraflores,Rural
24,38,32,Ampliación Nuevo Hulero,Rural
24,38,45,Santomila,Rural
24,38,48,Tenextitla Dos,Rural
24,38,71,Lázaro Cárdenas,Rural
24,38,105,Tepetzintla,Rural
24,38,116,Doctor Salvador Nava Martínez (Nuevo Santa Rita),Rural
24,38,12,Chililillo,Rural
24,38,27,Las Mesas,Rural
24,38,17,El Huexco,Rural
24,38,52,Xochiayo,Rural
24,38,53,Xochicuatla,Rural
24,38,61,Barrio de Coyolo,Rural
24,38,39,Puyécatl,Rural
24,38,14,Chupadero,Rural
24,38,36,Palolco,Rural
24,38,100,Palantitla,Rural
24,38,40,El Refugio,Rural
24,38,13,Chimimexco,Rural
24,38,47,Tenextitla Uno,Rural
24,38,46,La Soledad,Rural
24,38,8,Los Cues,Rural
24,38,90,Barrio Viboritas,Rural
24,38,33,Nuevo Jalpilla,Rural
24,38,5,El Cedral,Rural
24,38,1,Tampacán,Urbana
24,38,20,Lagunillas,Rural
24,38,50,Totomoxtla (La Ceiba),Rural
24,38,18,El Hulero,Rural
24,38,11,Chiconamel,Rural
24,39,10,La Candelaria,Rural
24,39,12,El Carrizal,Rural
24,39,19,C'oyob T·jub,Rural
24,39,21,La Cruz Grande,Rural
24,39,59,La Palizada,Rural
24,39,92,Tut Tzen (Tiutzén),Rural
24,39,141,El Naranjo Tayabtzén (Tres Palmas),Rural
24,39,184,Colonia González Mazo,Rural
24,39,23,Coatixtalab,Rural
24,39,76,Río Florido,Rural
24,39,57,Comunidad el Naranjo,Rural
24,39,96,Tenexo,Rural
24,39,103,Las Víboras,Rural
24,39,90,Tajinab,Rural
24,39,98,Tonatico,Rural
24,39,4,Arroyo Grande,Rural
24,39,69,Punchumu,Rural
24,39,94,Tallabtzén,Rural
24,39,50,Mancornadero,Rural
24,39,210,Comunidad Tierra Blanca,Rural
24,39,120,Ejido el Puente (San Andrés),Rural
24,39,95,Teaxil,Rural
24,39,78,San Bartolo,Rural
24,39,101,Tzapuw Já (Tzapuja),Rural
24,39,25,El Chijol,Rural
24,39,136,San José de la Cruz,Rural
24,39,24,Cuatz Ajin (Coatzajín),Rural
24,39,16,Coaxinquila,Rural
24,39,26,Chiquinteco,Rural
24,39,1,Tampamolón Corona,Urbana
24,39,61,Paxquid,Rural
24,39,65,Pucté,Rural
24,39,91,Tamarindo Huasteco,Rural
24,40,133,Tampacoy,Rural
24,40,462,Ejido Graciano Sánchez,Rural
24,40,677,Nuevo Aserradero,Rural
24,40,781,Emiliano Zapata,Rural
24,40,47,La Fortaleza,Rural
24,40,72,Manuel Ávila Camacho,Rural
24,40,68,Loma Alta,Rural
24,40,86,Las Palmas,Rural
24,40,135,Estación Tamuín,Rural
24,40,85,El Palmar,Rural
24,40,117,San José de Limón,Rural
24,40,12,El Caracol,Rural
24,40,429,El Carrizo,Rural
24,40,678,Nuevo Caseral,Rural
24,40,160,Nuevo Ahuacatitla,Rural
24,40,6,Antiguo Tamuín,Rural
24,40,460,Ejido Velazco,Rural
24,40,433,Venustiano Carranza,Rural
24,40,132,Tamante,Rural
24,40,617,Luis Donaldo Colosio,Rural
24,40,386,Nuevo Aquismón,Rural
24,40,661,Loma del Palmar,Rural
24,40,372,El Centinela,Rural
24,40,676,Nueva Primavera,Rural
24,40,1,Tamuín,Urbana
24,40,157,Nuevo Tampaón,Urbana
24,40,121,Ejido Santa Elena,Rural
24,40,16,La Ceiba,Rural
24,40,139,La Tima (Fracción las Palmas),Rural
24,40,126,Santa Martha,Rural
24,40,318,Ejido los Huastecos,Rural
24,41,19,Monec,Rural
24,41,20,El May,Rural
24,41,102,Ejido el Tzajib,Rural
24,41,112,El Tiyóu,Rural
24,41,148,Primer Ayuntamiento (Agua Hedionda),Rural
24,41,154,Tres Cruces,Rural
24,41,160,Ejido Serapio Gutiérrez,Rural
24,41,128,San Isidro,Rural
24,41,15,El Jomte,Rural
24,41,30,Ejido San José Xilatzén,Rural
24,41,34,Santa Rosa,Rural
24,41,70,Cuitzabtzén,Rural
24,41,77,El Fortín May,Rural
24,41,18,Malilija,Rural
24,41,173,Barrio Cuaytzén Viejo,Rural
24,41,116,Nuevo Cueytzén,Rural
24,41,98,El Mante,Rural
24,41,4,Ejido la Argentina,Rural
24,41,23,El Pando,Rural
24,41,26,Anexo Quelabitad Calabazas,Rural
24,41,95,Quelabitad,Rural
24,41,115,Ejido Niños Héroes,Rural
24,41,29,San José del Tinto (La Gloria),Rural
24,41,76,Tizoapatz,Rural
24,41,10,Ejido la Cebadilla,Rural
24,41,16,La Labor,Rural
24,41,6,Ejido el Barrancón,Rural
24,41,11,Ejido la Concepción,Rural
24,41,37,Coromohom (Tocoymohom),Rural
24,41,36,Tancolol,Rural
24,41,1,Tanlajás,Urbana
24,41,117,Quelabitad Comunal,Rural
24,41,33,Santa Elena,Rural
24,41,3,Agualoja,Rural
24,41,53,San Benito,Rural
24,41,32,San Nicolás,Rural
24,41,108,Dhokob,Rural
24,42,16,Sagrada Familia,Rural
24,42,35,La Laguna,Rural
24,42,125,Colonia Marcelo de los Santos Fraga,Rural
24,42,3,El Basuche,Rural
24,42,11,Las Lomas,Rural
24,42,19,Tampicol,Rural
24,42,4,Buenavista,Rural
24,42,6,El Cerrito,Rural
24,42,1,Tanquián de Escobedo,Urbana
24,42,10,El Gavial,Rural
24,43,43,Huizachal,Rural
24,43,116,Barrio de Santiago,Rural
24,43,1,Tierra Nueva,Urbana
24,43,12,Paso del Balcón,Rural
24,43,39,Fracción de Hacienda Vieja,Rural
24,43,84,El Patol,Rural
24,43,90,El Piquín,Rural
24,43,104,El Salitre Grande,Rural
24,43,109,San Isidro,Rural
24,43,190,Presa la Muñeca,Rural
24,43,17,El Camarón,Rural
24,43,25,Cerro de la Virgen,Rural
24,43,108,San Gabriel (San Salvador),Rural
24,44,24,La Trueba,Rural
24,44,1,Vanegas,Urbana
24,44,7,Noria de los Cedros,Rural
24,44,12,La Sabanilla,Rural
24,44,18,San Juan de Vanegas,Rural
24,44,25,Vanegas de Abajo,Rural
24,44,4,El Gallo,Rural
24,44,13,El Salado (Estación el Salado),Rural
24,44,15,El Salto Colorado,Rural
24,44,5,Huertecillas,Rural
